AccNum	ClustName	GenContext.orig	DomArch.Pfam	DomArch.orig	Length	GeneName	Lineage	Species.orig	GCA_ID
XP_015151560.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+HEPN+PspA+EP1	2070	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015151559.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+HEPN+PspA+EP1	2085	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015151558.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1+Dsh_C	HEPN+PspA+EP1	2095	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015151557.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	DUF4813+Myosin_head+Myosin_tail_1+Dsh_C	HEPN+PspA+EP1	2145	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015151556.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	DUF4813+Myosin_head+Myosin_tail_1+Dsh_C	HEPN+PspA+EP1	2171	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015151554.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Cornifin+Myosin_head+Myosin_tail_1	HEPN+PspA+EP1	2332	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015151553.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Cornifin+Myosin_head+Myosin_tail_1	HEPN+PspA+EP1	2351	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015151552.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	CAF-1_p60_C+Myosin_head+Myosin_tail_1	HEPN+PspA+EP1	2358	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015151551.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	GGN+Myosin_head+Myosin_tail_1	HEPN+PspA+EP1	2377	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015151548.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1+Dsh_C	PDZ+HEPN+EP1+PspA+EP1	2415	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_015151547.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1+Dsh_C	PDZ+HEPN+EP1+PspA+EP1	2426	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	-
XP_415827.4	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1+Dsh_C	PDZ+HEPN+PspA+EP1	2386	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
XP_015151550.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1+Dsh_C	PDZ+HEPN+PspA+EP1	2401	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
XP_015151549.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1+Dsh_C	PDZ+HEPN+PspA+EP1	2411	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
XP_015151555.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1+Dsh_C	PDZ+HEPN+EP1+PspA+EP1	2430	MYO18A	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
XP_015130981.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	SIG+Myosin_head+Myosin_tail_1	SIG+SidE+EP1+EP1	2378	MYO18B	eukaryota>metazoa>chordata>vertebrata	Gallus gallus	GCF_000002315.5
NP_976063.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+PspA+EP1	2039	MYO18A	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
NP_510880.2	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+PspA+EP1	2054	MYO18A	eukaryota>metazoa>chordata>vertebrata	Homo sapiens	GCF_000001405.39
XP_015293584.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	EP1+EP1	1581	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293583.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	EP1+EP1+PspA	1976	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293585.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	EP1+EP1+PspA	2007	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005583357.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1+PspA	2039	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293581.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1+PspA	2051	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005583356.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1	2054	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293580.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1+PspA	2058	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293579.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1	2073	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293578.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	EP1+EP1	2103	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293577.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	EP1+EP1	2123	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293576.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	EP1+EP1	2134	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293575.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	EP1+EP1	2135	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293574.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	EP1+EP1	2146	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293573.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	EP1+EP1	2331	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005583349.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	EP1+EP1+EP1	2365	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293572.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	EP1+EP1+EP1	2391	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293571.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	EP1+EP1+EP1	2402	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_005583347.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	EP1+EP1+EP1	2402	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293570.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1+EP1	2427	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293569.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1+EP1	2431	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293568.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1+EP1	2434	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293567.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1+EP1	2435	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293566.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1+EP1	2439	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_015293565.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1+EP1	2446	MYO18A	eukaryota>metazoa>chordata>vertebrata	Macaca fascicularis	GCF_000364345.1
XP_017170114.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+SidE	2079	Myo18a	eukaryota>metazoa>chordata>vertebrata	Mus musculus	GCF_000001635.26
XP_018101598.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1+Atrophin-1	PDZ+HEPN+EP1+EP1+EP1	2457	myo18a.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018101596.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1+Atrophin-1	PDZ+HEPN+EP1+EP1+EP1	2472	myo18a.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018101597.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	EP1+EP1+EP1	2472	myo18a.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018101595.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Herpes_BLLF1+Myosin_head+Myosin_tail_1	EP1+EP1+EP1	2482	myo18a.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018101594.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Herpes_BLLF1+Myosin_head+Myosin_tail_1	EP1+EP1+EP1	2488	myo18a.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018101593.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1+Atrophin-1	PDZ+HEPN+EP1+EP1+EP1	2489	myo18a.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018101592.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Herpes_BLLF1+Myosin_head+Myosin_tail_1	EP1+EP1+EP1	2505	myo18a.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018101591.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Herpes_BLLF1+Myosin_head+Myosin_tail_1	EP1+EP1+EP1	2507	myo18a.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018101589.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Herpes_BLLF1+Myosin_head+Myosin_tail_1	HEPN+EP1+EP1+EP1	2513	myo18a.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018101588.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Herpes_BLLF1+Myosin_head+Myosin_tail_1	HEPN+EP1+EP1+EP1	2515	myo18a.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018101587.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1+Atrophin-1	PDZ+HEPN+EP1+EP1+EP1	2523	myo18a.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018101586.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Herpes_BLLF1+Myosin_head+Myosin_tail_1	EP1+EP1+EP1	2526	myo18a.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_018101585.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Herpes_BLLF1+Myosin_head+Myosin_tail_1	EP1+EP1+EP1	2530	myo18a.L	eukaryota>metazoa>chordata>vertebrata	Xenopus laevis	GCF_001663975.1
XP_009303855.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	GGN+Myosin_head+Myosin_tail_1	NACHT+EP1+EP1	2109	myo18aa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_009303854.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	GGN+Myosin_head+Myosin_tail_1	NACHT+EP1+EP1	2515	myo18aa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_009303853.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	GGN+Myosin_head+Myosin_tail_1	NACHT+EP1+EP1	2526	myo18aa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_009303852.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	GGN+Myosin_head+Myosin_tail_1	NACHT+EP1+EP1	2530	myo18aa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_017206674.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1	2069	myo18ab	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_017206673.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Herpes_BLLF1+Myosin_head+Myosin_tail_1	EP1+EP1+DUF572	2136	myo18ab	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	-
XP_009303856.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1	2439	myo18aa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_695256.4	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1	2454	myo18aa	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_017206675.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1	2054	myo18ab	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_009290025.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1	2070	myo18ab	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_009290024.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1	2092	myo18ab	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Danio rerio	GCF_000002035.6
XP_017344443.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+A32+HEPN+SidE	2024	LOC108276885	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017344442.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+A32+HEPN+SidE	2039	LOC108276885	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017344441.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+DUF4813+Myosin_head+Myosin_tail_1	PDZ+A32+HEPN+SidE	2366	LOC108276885	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017344440.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+DUF4813+Myosin_head+Myosin_tail_1	PDZ+A32+HEPN+SidE	2377	LOC108276885	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017344439.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+DUF4813+Myosin_head+Myosin_tail_1	PDZ+A32+HEPN+SidE	2381	LOC108276885	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017344437.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	DUF4813+Myosin_head+Myosin_tail_1	A32+HEPN+SidE	2477	LOC108276885	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017344436.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	DUF4813+Myosin_head+Myosin_tail_1	A32+HEPN+SidE	2477	LOC108276885	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017344435.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	SIG+DUF4813+Myosin_head+Myosin_tail_1	SIG+A32+HEPN+SidE	2509	LOC108276885	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017344434.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+DUF4813+Myosin_head+Myosin_tail_1	PDZ+A32+HEPN+PspA+SidE	2810	LOC108276885	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017344431.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+DUF4813+Myosin_head+Myosin_tail_1	PDZ+A32+HEPN+PspA+SidE	2835	LOC108276885	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017344432.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+DUF4813+Myosin_head+Myosin_tail_1	PDZ+A32+HEPN+PspA+SidE	2835	LOC108276885	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017344433.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+DUF4813+Myosin_head+Myosin_tail_1	PDZ+A32+HEPN+PspA+SidE	2835	LOC108276885	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017346125.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Atrophin-1+Myosin_head+Myosin_tail_1	PspA+VirB5	2222	LOC108277744	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017346124.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Tymo_45kd_70kd+GGN+Myosin_head+Myosin_tail_1	PspA+DUF572	2237	LOC108277744	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017346123.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Spc7_N+GGN+Myosin_head+Myosin_tail_1	EP1+EP1	2264	LOC108277744	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017346119.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	TonB_N+GGN+Myosin_head+Myosin_tail_1	EP1+EP1	2624	LOC108277744	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017346118.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	TonB_N+GGN+Myosin_head+Myosin_tail_1	EP1+EP1	2633	LOC108277744	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017346117.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	TonB_N+GGN+Myosin_head+Myosin_tail_1	EP1+EP1	2633	LOC108277744	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017346116.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Atrophin-1+Myosin_head+Myosin_tail_1	EP1+EP1	2641	LOC108277744	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017346115.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	TonB_N+GGN+Myosin_head+Myosin_tail_1	EP1+EP1	2655	LOC108277744	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017346114.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	TonB_N+GGN+Myosin_head+Myosin_tail_1	EP1+EP1	2663	LOC108277744	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017346113.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	TonB_N+GGN+Myosin_head+Myosin_tail_1	EP1+EP1	2679	LOC108277744	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017346112.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	TonB_N+GGN+Myosin_head+Myosin_tail_1	EP1+EP1	2690	LOC108277744	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
XP_017346111.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	TonB_N+GGN+Myosin_head+Myosin_tail_1	EP1+EP1	2694	LOC108277744	eukaryota>metazoa>chordata>vertebrata>actinopterygii	Ictalurus punctatus	GCF_001660625.1
KXJ29091.1	PDZ+Myosin_head+Myosin_tail_1	<-PDZ+Myosin_head+Myosin_tail_1*	PDZ+Myosin_head+Myosin_tail_1	PDZ+EP1+EP1+PspA	2185	MYO18A	eukaryota>metazoa>cnidaria	Exaiptasia pallida	GCA_001417965.1
XP_006562051.2	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+SIGMA-HTH+EP1+PspA	2100	LOC726044	eukaryota>metazoa>hexapoda	Apis mellifera	-
XP_012548105.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	SIG+PDZ+Myosin_head+Myosin_tail_1	SIG+PDZ+EP1	2008	LOC101745193	eukaryota>metazoa>hexapoda	Bombyx mori	-
NP_001036716.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	Myosin_head+Myosin_tail_1	SidE+EP1+EP1	1923	Mhcl	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_732108.2	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+SidE+EP1+EP1	2148	Mhcl	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
NP_001036715.1	PDZ+Myosin_head+Myosin_tail_1	PDZ+Myosin_head+Myosin_tail_1*->	PDZ+Myosin_head+Myosin_tail_1	PDZ+SidE+EP1+EP1	2160	Mhcl	eukaryota>metazoa>hexapoda	Drosophila melanogaster	-
